gen,id,i_j0->o_m2,i_m2->o_m3,i_j3->o_m3,i_j1->o_m3,i_j3->h_0,h_0->o_m3,i_m2->h_1,h_1->o_m3,i_m2->h_2,h_2->h_1,i_j0->h_3,h_3->o_m2,h_3->h_4,h_4->o_m2,i_m3->o_m3,h_3->h_5,h_5->h_4,i_j4->o_m2,i_j4->h_6,h_6->o_m2,h_0->o_m2,i_j0->h_7,h_7->h_3,h_4->o_m3,i_j3->h_8,h_8->h_0,i_j7->o_m3,i_m3->o_m2,i_m2->h_0,i_j5->o_m3,i_j5->h_1,i_m3->h_2,h_2->o_m2,i_j5->h_3,h_3->h_1,i_j4->o_m3,i_j4->h_4,i_j1->h_5,h_5->o_m3,i_c->o_m3,i_j5->h_6,h_6->h_3,i_j3->o_m2,h_2->h_7,h_7->o_m2,i_j5->o_m2,h_2->h_8,h_8->h_7,h_7->h_9,h_9->o_m2,h_9->o_m3,i_j6->o_m3,h_6->o_m3,i_j1->o_m2,i_j6->o_m2,i_j6->h_0,i_j6->h_1,h_1->h_0,h_1->h_2,h_2->h_0,i_ca->o_m2,h_1->h_3,h_3->h_2,h_1->h_4,h_4->h_3,h_0->h_5,h_5->o_m2,h_1->h_7,h_7->h_4,i_ca->h_8,h_8->o_m2,h_9->h_4,i_j1->h_0,h_0->h_1,h_0->h_2,h_3->o_m3,h_5->h_0,h_1->h_6,i_ca->o_m3,h_6->h_7,i_j2->o_m2,h_8->o_m3,h_2->h_9,h_9->h_1,i_c->o_m2,i_j2->o_m3,i_j2->h_0,i_j2->h_1,h_0->h_6,h_6->h_5,i_ca->h_7,h_7->h_8,h_3->h_9,h_9->h_2,i_j0->o_m3,h_1->o_m2,i_j6->h_2,h_2->h_3,h_3->h_0,i_j1->h_4,i_j2->h_6,h_0->h_7,h_7->h_1,i_j0->h_8,i_j1->h_9,i_m2->o_m2,i_c->h_0,i_j0->h_1,i_m2->h_3,i_c->h_4,h_4->h_0,i_j2->h_7,h_7->h_6,h_5->h_8,i_j3->h_9,i_j5->h_0,i_j5->h_2,i_j5->h_4,h_4->h_2,h_1->h_5,h_5->h_3,i_j6->h_6,h_5->h_7,h_2->o_m3,i_m3->h_8,h_4->h_9,i_j7->o_m2,i_ca->h_0,i_ca->h_2,h_2->h_5,i_m2->h_6,h_7->o_m3,i_m3->h_9,h_0->h_3,h_5->h_6,h_0->h_8,h_8->h_5,h_0->h_9,h_9->h_8,i_m3->h_3,i_m3->h_4,h_4->h_5,h_6->h_2,h_7->h_0,i_j4->h_9,i_j3->h_2,i_j3->h_3,h_5->h_2,i_j3->h_7,h_8->h_2,h_5->h_9,i_j4->h_2,i_ca->h_3,h_4->h_4,h_7->h_5,i_j0->h_6,i_j4->h_7,i_j5->h_9,i_c->h_3,i_m3->h_6,h_4->h_8,i_j7->h_9,i_j6->h_4,h_8->h_8,h_9->h_3,i_j2->h_2,i_j4->h_3,i_ca->h_4,i_j4->h_5,h_8->h_6,h_8->h_9,i_j7->h_3,i_m2->h_4,i_j0->h_5,i_j7->h_6,i_j2->h_3,h_8->h_4,h_4->h_6,i_c->h_9,i_c->h_2,h_8->h_3,h_9->h_5,i_j0->h_4,i_ca->h_6,i_j6->h_7,i_j4->h_8,h_6->h_8,h_7->h_2,i_m2->h_8,i_c->h_6,h_4->h_7,i_j2->h_9,h_2->h_6,i_m2->h_7,i_j6->h_8,i_j0->h_9,i_j7->h_4,i_j3->h_5,h_9->h_7,i_j0->h_2,i_j2->h_4,i_m2->h_5,i_j3->h_6,i_j3->h_4,h_9->h_6,h_9->h_9,i_j5->h_5,h_3->h_8,i_j7->h_2,i_j5->h_7,h_2->h_4,h_6->h_4,i_m3->h_7,h_3->h_7,h_6->h_6,i_c->h_5,h_2->h_2,h_3->h_3,i_j7->h_5,h_3->h_6,i_c->h_7,i_m2->h_9,i_j2->h_5,i_j7->h_8,i_j6->h_9,i_j6->h_5,i_ca->h_9,i_j5->h_8,h_7->h_7,i_j1->h_3,i_c->h_8,i_j1->h_7,i_j2->h_8,h_6->h_9,i_j6->h_3,i_j1->h_8,i_j1->h_2,h_5->h_5,i_j1->h_6,i_j7->h_7,i_m3->h_5
24,23-2,0.1941951256477527,1.1502880367397044,-0.6885808050944218,,,,,0.1513472351546609,,,,,,0.9727254879241028,0.801126499149257,,,0.7396432413180627,,0.4322735753272936,,,,,,,-0.3858073480895984,,,,,,,,,,,,1.2018159511734374,0.3212535172153157,,,0.5117086354681031,,,,,,,,,-0.5359044213580924,,,-0.5308694022902751,,,,,,-0.4140607133761882,,,,,,,,,,0.7754548341768764,,,,,,,,,,,0.3289936102679214,,,0.4883291892066743,0.5192368859096377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0802453578637308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,23-2,0.1941951256477527,1.1502880367397044,-0.6885808050944218,,,,,0.1411470586849076,,,,,,0.9282801256329796,0.801126499149257,,,0.7396432413180627,,0.2919509669862065,,,,,,,-0.3858073480895984,,,,,,,,,,,,1.2060176398173978,0.3212535172153157,,,0.5117086354681031,,,,,,,,,-0.5359044213580924,,,-0.6661232648915725,,,,,,-0.4140607133761882,,,,,,,,,,0.7754548341768764,,,,,,,,,,,0.3695014983728095,,,0.4883291892066743,0.5192368859096377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0802453578637308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,25-1,,1.1129461092335813,,,,,,,,,,,,0.6348398451221293,0.7118822029349015,,,0.7125391033559348,,0.411353989045043,0.4884885034445558,,,,,,,0.8017808109986291,,,,,,,,-0.5762084998223318,,,,0.2717481881938843,,,,,,0.9730154379518784,,,,,,,-0.9108960022961526,,,,,,,,-0.5074912942505425,,,,,,-0.010902123940153,,,,,,,,,0.038464165233861,,,,,-0.8278495984150014,0.3264295295847729,,,0.6328765690886435,-0.1691591016395111,,,,,,,,,,,,,,,,,,,,-0.1977861754136232,,,,,,,,,,,,,,,,,,,,,0.5329227245411543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,25-1,,1.1129461092335813,,,,,,,,,,,,0.6348398451221293,0.7118822029349015,,,0.5535715784643449,,0.3726170301219675,0.4884885034445558,,,,,,,1.0089239308149451,,,,,,,,-0.5762084998223318,,,,0.2717481881938843,,,,,,0.9730154379518784,,,,,,,-0.9108960022961526,,,,,,,,-0.5074912942505425,,,,,,-0.010902123940153,,,,,,,,,-0.3651934921447106,,,,,-0.8278495984150014,0.3264295295847729,,,0.548541788678534,-0.1691591016395111,,,,,,,,,,,,,,,,,,,,-0.1977861754136232,,,,,,,,,,,,,,,,,,,,,0.5329227245411543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,27-0,,1.3699679728225915,,,,,,,,,,,,0.6870938758983743,0.7118822029349015,,,0.9354287521220744,,0.2744347108786057,0.4884885034445558,,,,,,,1.0229434477783863,,,,,,,,-0.5762084998223318,,,,0.3687750034555445,,,,,,0.9730154379518784,,,,,,,,,,,,,,,-0.4051631335727021,,,,,,-0.0525880700232965,,,,,,,,,-0.0347692980443254,,,,,-0.7435453159694445,0.1148890907214914,,,0.5181195593638777,-0.1691591016395111,,,,,,,,,,,,,,,,,,,,-0.409403651181801,,,,,,,,,,,,,,,,,,0.9558828655335496,,,0.0853875119328917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,28-2,,1.3106267192885732,0.9486211158779148,,,,,,,,,,,,0.6431181191524182,,,0.861842318612142,,0.3026984995947998,,,,,,,-0.4491860777106716,1.0197066192108275,,,,,,,,,,,,0.3388279103760946,,,,,-0.1798334978856799,0.9730154379518784,,,,,,,-0.1870769432292178,,,,,,,,-0.4287886774920449,,,,,,-0.0429636113847085,,,,,,,,,-0.1276138289304304,,,,,,0.1939475019118898,,,0.4209571538410225,-0.1691591016395111,,,,,,,,,,,,,,,,,,,,-0.3605453707754747,,,,,,,,,,,,,,,,,,,,,0.1887145213395857,,,,,0.2878943277094092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,29-1,,1.3106267192885732,0.9486211158779148,0.5439904876753303,,,,,,,,,,,0.5489121056714229,,,0.861842318612142,,0.3026984995947998,,,,,,,-0.4491860777106716,0.9360465271491812,,,,,,,,,,,,0.3388279103760946,,,,,-0.1798334978856799,0.9730154379518784,,,,,,,-0.1870769432292178,,,,,,,,-0.4287886774920449,,,,,,-0.0429636113847085,,,,,,,,,-0.1276138289304304,,,,,,-0.0389708379475129,,,0.4209571538410225,-0.2063271964155802,,,,,,,,,,-0.1821277950945717,,,,,,,,,,-0.3605453707754747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,30-0,,1.3106267192885732,0.9486211158779148,0.5439904876753303,,,,,,,,,,,0.5489121056714229,,,0.861842318612142,,,,,,,,,-0.4491860777106716,0.7283033925742133,,,,,,,,,,,,0.4150969405318359,,,,,-0.1798334978856799,0.877640976668494,,,,,,,-0.1870769432292178,,0.7110784076465779,,,,,,-0.4287886774920449,,,,,,0.2059216112804203,,,,,,,,,-0.1276138289304304,,,,,0.6530164762872088,-0.0389708379475129,,,0.4209571538410225,,,,,,,,,,,-0.3817574935921843,,,,,,,,,,-0.3605453707754747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,31-0,,1.3215085664637465,0.9921706489068348,0.5439904876753303,,,,,,,,,,,0.4957211206031588,,,0.9483103739211436,,0.3537825786604001,,,,,,,-0.4411271925066123,1.0872281492897593,,,,,,,,,,,,0.3658733531783169,,,,,-0.1604319570237395,0.825025716147394,,,,,,,-0.2502404366436447,,,,,,,,-0.1200121016129739,,,,,,-0.1881720524539047,,,,,,,,,-0.0214869896426514,,,,,,0.1039165298227159,,,0.4474975310533571,-0.2000140925044125,,,,,,,,,,-0.1436608523927411,,,,,,,,,,-0.6249202326264404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,32-1,,1.321708302756356,0.7984731500456352,0.2993077742019381,,,,,,,,,,,0.5072310466097026,,,0.9397387643381429,,0.480521912192153,-0.3941637272958265,,,,,,-0.4568754428422687,1.0900030877933975,,,,,,,,,,,,0.3663697722504052,,,,,-0.1690235972938767,0.8336120198525709,,,,,,,,,,,,,,,0.4348812907011677,,,,,,-0.2670136290103687,,,,,,,,,-0.0003585529281599,,,,,,0.1096345558600656,,,0.4479846796471134,,,,,,,,,,0.909604435237903,-0.1606952795208684,,,,,,,,,,-0.6452846898383778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,33-1,0.0563220366735683,1.2244634668633831,0.7322740161775316,,,,,,,,,-0.4821681857503462,,,0.5217126999422115,,,0.9289540661209644,,0.1303503908675693,,,,,,,-0.4766897059248358,,,,,,,,,,,,,0.3377368472885749,,,,,-0.302624526266203,0.8444152060411975,,,,,,,,,,,,,,,0.0651917688774108,,,,,,-0.6261674259602314,,,,,,,,,,,,,,,0.1098390743673153,,,0.4485976042699293,-0.3015676795794398,,,,,,,,,,-0.1821277950945717,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0472333094544419,,,-0.4931683707775682,,,,,0.4086146577358161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,34-2,0.1586173574038125,1.3416202758843718,0.7986327516204146,0.5582315929256982,,,,,,,,,,,,,,0.9413319309666346,,,,,,,,,-0.4642315640276258,,,,,,,,,,,,,0.3653450182608753,,,0.0946780903062912,,-0.2167538308580195,0.936475742524678,,,,,,,-0.3081456505641744,,,,,,,,0.0282828489049024,,,,,,-0.6261674259602314,,,,,,,,,,,,,,,0.1071099781707324,,,0.4998448572672345,-0.2886725651127375,,,,,,,,,,-0.1821277950945717,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1887465116985848,,,-0.4931683707775682,,,,,0.3908659725693856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,35-0,-0.2426465187896089,1.2831396273988054,,0.3820831040321213,,,,,,,,-0.6696462251194238,,-0.79363826655153,0.4982225783662755,,,0.9351533266747424,,,-0.3941637272958265,,,,,,-0.4704502398618534,,,,,,,,,,,,0.9281781389765896,0.3515639691229522,,,,,-0.4573126170293079,0.6845833037825292,,,,,,,,,0.5154915988378754,,,,,,0.1635375797277337,,,,,,,,,,,,,,,0.2795406403461952,,,,,,0.1084722491022245,,,,-0.4767743447184682,,,,,,,,,,,,,,,,,,,,0.8551501129750354,,,,,,,,,,,,,,,,,,0.1181079896556706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,36-0,,1.2831396273988054,0.971857297437536,0.3820831040321213,,,,-0.6018833971066735,,,,,,-0.732006850092942,0.4639287684017074,,,0.8769102453590336,,,,,,0.1423171561891927,,,-0.4704502398618534,0.8598439963694837,,,,,,,,,,,,0.3515639691229522,,,,,-0.2596175277727884,1.171805021259866,,,,,,,,,,,,,,,0.1140202056090072,,,,,,-0.2252209050100941,,,,,,,,,0.2890498967983153,,,,,,0.0690439654585316,,,,-0.2384006313942516,,,,,,,,,,,,,,,,,,,,0.7821921957268432,,,,,,,,,,,,,,,,,,0.1181079896556706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,37-2,0.3114188643563584,1.299308727557325,0.9120383939903915,0.6223860930836935,,,,,,,,,,,,,,0.9100151936918452,,,,,,,,,,,,-0.4157980654197146,,,,,,-0.6908371925935803,,,,0.3066284756045841,,,,,-0.2477663013153666,1.2566902073194512,,,,,,,-0.130022803964872,,,,,,,,0.0903149980954901,,,,,,-0.6522491685386969,,,,,,,,,,,,,,,-0.1116371634828534,,,0.4998448572672345,-0.2523001340931192,,,,,,,,,,,,,,,,,,,,0.7166989771368266,,,,,,,,,,,,,,,,,,0.0997746696947405,,,-0.4931683707775682,,,,,0.1917039076665533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,37-1,,1.2831396273988054,0.7386513936553809,0.1886617528799396,,,,0.5782437034279313,,,,-0.776964952826847,,-0.7399249486192815,0.4720008571925835,,,0.896568130460568,,,-0.4636392831198596,,,,,,-0.4704502398618534,,,0.5077100955137479,,,,,,,,,,0.3515639691229522,,,,,,0.9800690000351038,,,,,,,0.832283599823064,,0.1146851910369486,,,,,,0.098348235387984,,,,,,,,,,,,,,,0.0927267213539925,,,-0.4843903068232777,,,,,,0.8170276802267782,,,,,,,,,,-0.6480827548315156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,39-2,,1.242989781029772,0.7809488661428062,0.6223860930836935,,,,,,,,,,,,,,0.9100151936918452,,,,,,-0.2898745716693556,,,,,,,,,,,,-0.5096167163652241,,,,0.3035035220573135,,,,,-0.2477663013153666,1.1110585536144488,,,,,,,-0.130022803964872,,0.6665098652548356,,,,,,0.1077414489097122,,,,,,-0.6522491685386969,,,,,,,,,,,,,,,0.1067769804927337,,,0.5576009367484493,-0.2523001340931192,,,,,,,,,,,,,,,,,,,,0.7041530036906123,,,,,,,,,,,,,,,,,,-0.1450882958837036,,,-0.4931683707775682,,,,,0.1917039076665533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,38-0,0.2661256220662241,1.325951934135651,0.8483027246922994,0.8375753359987981,,0.7778907225959402,,,,,,,,0.9844627872677668,,,,0.9100151936918452,,,,,,,,,,,,-0.5504333254352312,,,,,,-0.6033667066141888,,,,0.3066284756045841,,,0.0974614495558393,,,,,,,,,,,,,,,,,,0.0903149980954901,,,,,,-0.6522491685386969,,,,0.2388667450534925,,,,,,,,,,,-0.2979066428423823,,,0.5637436276525027,-0.308701667386845,,,,,,,,,,-0.7325090889486408,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997746696947405,,,,,,,,0.8192987168803003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,38-0,,1.325951934135651,0.8483027246922994,0.7969024970022168,,0.7778907225959402,,0.8906422570349994,,,,,,0.9844627872677668,,,,0.9100151936918452,,,,,,,,,,,,-0.5504333254352312,,,,,,-0.5330027745795503,,,,0.1834638152193868,,,0.0974614495558393,,,,,,,,,,,,,,,,,,0.0903149980954901,,,,,,-0.6522491685386969,,,,0.2388667450534925,,,,,,,,,,,-0.0566728361654649,,,0.5637436276525027,-0.39241404948224,,,,,,,,,,-0.7325090889486408,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997746696947405,,,,,,,,0.8192987168803003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,42-1,0.237984797474308,1.3539165640200097,0.8736344303025911,,,0.7891260476160183,,,,,,,,0.9848632489898684,,,,1.162923179398978,,,,,,0.1822563191098307,,,,,,-0.5449405543568104,,,,,,-0.6228771398216092,,,,0.3402598158662603,,,0.2506590269103588,,0.8070194552869245,,,,,,,,,,,,,,,,0.0903149980954901,,,,,,,,,,0.2388667450534925,,,,,,,,,,,-0.1251572459331866,,,0.7165797666798337,-0.5423397116079262,,,,,,,,,0.4874606880744447,-0.8334294991421551,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772488789559895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,42-1,0.169027310545846,1.152895883875105,0.8483027246922994,,,0.7778907225959402,,,,,,,,1.1002530209327914,,,,0.92251501777824,,,,,,0.8669522889044952,,,,,,,,,,,,-0.6033667066141888,,,,0.3380260404133541,,,,,,,,,,,,,,,0.6971370566163364,,,,,,0.0562176464186489,,,,,,,,,,0.2388667450534925,,,,,-0.9480403890140652,,,,,-0.5485044623282496,-0.2979066428423823,,,0.572675067571621,,,,,,,,,,-0.9114154516941696,-0.7325090889486408,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097489831661732,,,,,,,,0.8192987168803003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,44-7,0.4348071365169357,,0.8483027246922994,,,0.7013266934104173,,,,,,,,1.1286786141178355,,,,,,1.0,,,,,,,,,,,,,,,,0.5760814540803594,,,,,,,-0.1725799893479052,,1.0,,,,,1.0,,,0.7268933056463927,,,,,,,,,,,,,,0.8303704026253388,,,,0.2388667450534925,,,,,1.0029556221013072,,,,,,1.0,,,,0.6220691368117188,,,,,,,,,0.3497305994917536,,,0.9570824353777228,,,,,,,,-0.7860494382505483,,,,,,,,,,,,,,-0.7325090889486408,,,,,,,-0.9079379549081136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3978875750665396,,,,-1.1544697952935608,0.0562176464186489,0.743341884489263,-1.0300883222421693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,45-1,,,0.8101792950172583,,,0.7330321439011481,,,,,,1.091792179389256,,1.1047681190957372,,,,,,,,,,0.8349971174654143,,,,0.5097096521425446,,,,,-0.6798693330171326,,,0.582221039915364,,,,,,,,1.0,0.9525014919117076,-0.4771334708442735,,,,0.9274852620977676,0.5592718902273419,0.6148104843815752,0.895437371942312,,0.3487338426391716,,,,,,-0.1654782909189752,,,,,,,,,,,,,,,,,,,,,1.0,,,0.8368677300895345,,,,,,,,,,-0.0153118220356677,-0.9075838855293544,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097489831661732,,,-0.6968524951189521,,,,,0.8192987168803003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3385303475578367,,-0.8316091231378093,,-0.2979066428423823,0.3338759045869121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,46-2,,,0.8101792950172583,,,0.5534115033251559,,,,,,1.091792179389256,,1.1014629834930836,,,,,,,,,,1.0900416244124875,,,,0.3528414879238379,,-0.8067310752490005,,,-0.6798693330171326,,,0.6332885686971916,,,,,,,,1.0,0.9872712808487264,-0.4594327265648805,,,,0.9274852620977676,0.881893041336373,0.6148104843815752,0.9614395528470158,,0.3487338426391716,,,,,,-0.1654782909189752,,,,,,,,,,,,,,,,,,,,,1.0,,,0.8368677300895345,,,,,,,,,,-0.7649580045343576,-0.82771047853461,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6867772372008302,,,-0.6968524951189521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3385303475578367,,-0.8316091231378093,,-0.0623037904338052,0.1777721020785893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,47-0,0.5242859380742151,,0.963783485395162,,,0.6210282139544692,,,,,,0.989620037888968,,1.1116206145240826,,,,,,,,,,,,,,,,,,,,,,0.6205227640017854,,,,,,,,1.0628799833396505,0.9876295876652208,-0.4267970660836125,,,,0.8965811863955326,0.734889246293741,0.6148104843815752,0.9730545727377216,,0.4694906945516018,,,,,,0.034605908231532,,,,,,-0.0541824131963073,,,,,,,,,,,,0.9153138906407072,,,1.0156025320486086,,,0.8368677300895345,-0.0986645648542856,,,,,,,,,-0.8503625821680566,-0.851769618909765,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3882255040223886,,,-0.625872200892041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3385303475578367,,-0.8316091231378093,,-0.1332711162580042,0.2247930498377144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,48-0,0.6797618075390962,,0.7562402137639206,,,0.6017705345726242,,,,,,0.8447618829668091,,1.0283337426402854,,,,,,,,,,,,,0.7143746453355428,,,,,,,,,0.5403266186366316,,,,,,,0.005103086257945,1.0,1.2413181461996263,-0.3510863205206115,,,,0.8248875059904857,0.7616758470240674,0.6787013749138113,1.167212787608194,,0.4570510670074865,,,,,,-0.1654782909189752,,,,,,-0.0793916107112188,,,,,,,,,,,,0.9153138906407072,,,,,,0.8368677300895345,,,,,,,,,,,-0.8413716335977488,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4712952658597751,,,-0.7357542460063434,,,,,0.6004579650441438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3385303475578367,,-0.8316091231378093,,-0.5475933768357104,0.3338759045869121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,49-1,0.6331397649785544,-0.7056707278909584,0.8184755386181833,,,0.6075452721627583,,,,,,0.8882000260514371,,,,,,,,0.6379574576819469,,,,,,,,,,,,,,,,0.5643747755324523,,,,,,,,1.0188556157914237,,-0.5062088800115065,,,,0.846386056412942,0.7536434363123614,0.6595426216752731,1.1089911961269856,-0.6945629240709044,0.4303964413199179,,,,,,-0.070919622049949,,,,,,-0.1208778782799602,,,,,,,,,,,,0.8877443486062856,,,1.0156025320486086,,,0.8368677300895345,0.1357078636531181,,,,,,,,,,,,,,,,,,,,0.5961155593817846,,,,,,,,,,,,,,,,,,0.4463854069523675,,,-0.7028042750456371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3923141375568957,,-0.8260365126485071,,-0.4233519100864477,0.2287110070251265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
