gen,id,i_ca->o_m0,i_j6->o_m1,i_j4->o_m1,i_j6->h_0,h_0->o_m1,i_devx->o_m1,i_j4->h_1,h_1->o_m1,h_1->h_2,h_2->o_m1,i_j1->o_m0,i_devx->h_3,h_3->o_m1,i_devx->h_4,h_4->h_3,i_j1->o_m1,h_2->h_5,h_5->o_m1,h_3->o_m3,h_4->h_6,h_6->h_3,i_j5->o_m2,h_5->h_7,h_7->o_m1,i_ca->o_m3,h_4->h_8,h_8->h_6,h_3->h_9,h_9->o_m1,i_devx->o_m2,h_4->o_m2,i_m3->o_m1,i_j6->o_m2,i_j3->o_m2,h_0->o_m2,i_m0->o_m0,i_j6->h_1,h_1->h_0,i_m0->o_m3,i_ca->o_m2,h_0->h_2,h_2->o_m2,i_devx->o_m3,h_0->h_3,h_3->h_2,i_m0->h_4,h_4->o_m3,i_j2->o_m3,i_j6->h_5,i_j2->o_m1,i_ca->h_6,h_6->o_m2,i_m3->o_m3,h_6->o_m3,i_m0->h_7,h_7->h_4,i_j3->o_m1,i_m3->h_8,h_8->o_m3,i_ca->h_9,h_9->h_6,i_c->o_m0,h_0->h_1,i_j7->o_m0,i_j1->h_2,h_2->o_m0,i_j7->h_3,h_3->o_m0,i_j7->h_4,h_0->o_m3,h_5->o_m0,i_j7->h_6,h_6->h_4,h_0->h_7,h_7->o_m3,h_8->h_3,h_7->o_m2,i_j6->h_9,h_9->h_0,i_devy->o_m0,h_1->o_m2,i_j0->o_m0,i_m2->o_m3,i_j2->o_m2,i_m3->o_m0,i_m2->h_0,i_ca->o_m1,h_1->o_m3,i_j2->h_2,i_m2->o_m1,i_j2->h_3,i_j0->o_m1,h_1->h_4,i_m2->h_5,h_5->h_0,i_m2->h_6,h_6->o_m1,i_m2->h_7,h_7->h_6,h_0->h_8,h_8->h_1,i_m2->h_9,h_9->h_5,h_7->o_m0,i_m0->h_0,h_0->o_m0,i_ca->h_1,i_j6->o_m0,i_j5->h_2,i_ca->h_3,h_3->h_1,i_j5->h_4,h_4->h_2,i_j0->o_m2,h_4->h_5,h_5->h_2,h_0->h_6,h_6->o_m0,i_j5->h_7,i_m2->o_m2,i_ca->h_8,h_4->h_9,h_1->o_m0,h_4->o_m1,i_j0->o_m3,i_j5->h_0,i_m0->o_m2,i_j1->h_1,h_2->h_1,i_j1->h_3,i_m3->h_4,i_j5->o_m0,i_j5->h_5,i_j6->o_m3,i_c->o_m2,i_j1->h_6,i_m2->h_8,h_8->o_m1,i_j7->o_m2,h_3->o_m2,h_6->h_9,h_9->h_3,i_j2->h_0,i_devy->o_m1,i_c->o_m3,i_c->h_3,i_c->h_4,i_j3->o_m3,i_j2->h_5,i_devy->h_6,h_7->h_0,i_j3->h_9,h_9->o_m2,i_c->o_m1,i_m3->h_0,i_j3->h_1,i_ca->h_4,i_j4->o_m0,h_3->h_5,i_j5->o_m1,h_5->h_6,i_j4->h_7,i_j3->o_m0,h_5->h_8,i_devx->o_m0,i_j3->h_0,i_j3->h_2,i_j7->o_m1,i_j3->h_3,h_3->h_4,h_5->h_1,h_3->h_6,h_4->h_7,h_7->h_2,i_devx->h_8,i_devx->h_9,h_9->h_8,i_j1->o_m3,i_j7->h_0,i_j7->h_1,i_j4->o_m2,h_2->o_m3,i_j1->o_m2,i_j4->h_3,i_j1->h_5,i_devy->o_m3,h_1->h_6,h_6->h_0,i_j0->h_8,h_8->o_m2,h_5->h_9,h_9->h_2,i_m1->o_m0,i_j6->h_2,h_2->h_0,i_m2->o_m0,h_2->h_4,h_4->h_0,i_m1->h_5,h_3->h_7,i_j5->o_m3,h_3->h_8,h_8->h_7,i_j5->h_9,h_9->o_m3,i_devx->h_0,i_m1->o_m2,i_j1->h_4,h_5->o_m2,h_7->h_1,h_8->o_m0,i_m1->o_m1,i_m0->o_m1,i_j7->o_m3,i_j2->o_m0,h_5->o_m3,h_9->o_m0,i_devy->o_m2,h_4->o_m0,i_j4->o_m3,i_m1->o_m3,i_m3->o_m2,i_devy->h_4,h_0->h_5,h_6->h_8,i_c->h_9,h_0->h_9,h_0->h_4,i_m3->h_7,i_c->h_8,i_devy->h_5,i_devy->h_7,h_1->h_8,h_8->h_4,i_m2->h_4,h_9->h_4,h_7->h_5,i_m0->h_8,h_6->h_5,h_1->h_9,h_5->h_5,h_6->h_6,i_devy->h_8,i_m1->h_8,h_7->h_8,i_ca->h_5,i_devy->h_9,h_8->h_9,i_c->h_5,i_c->h_7,h_5->h_4,h_6->h_7,i_j4->h_8,i_j0->h_9,h_8->h_8,i_m3->h_9,i_m1->h_7,h_9->h_7,i_m1->h_4,h_8->h_5,i_j5->h_8,i_c->h_6
105,103-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4613607159414879,,,-0.9901920660364388,,,,,,,,0.2110877625360888,,,,,,,,,,0.1386988142411479,,,,,,,,,1.610232569459105,,,,,,,,,,,,,,,,,,,,,0.5103262132044285,,1.1256942724216348,,,-0.9003036952559844,,-0.6497244280867434,,,,,,,-1.0634275907899065,,,,,,,-0.3991668089482647,,,,,,,,,,,,,,0.7839383265269133,,1.1740343522534644,,,,1.0591662173141874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1233351819444015,,,,,,,,,,,,,,,,,-0.37254656660167,,,,,,,,,,,,1.256354295112843,,-0.229196735995436,,,,,,,,,,,0.4158136555154975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,105-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3896751857377882,,,-0.9606760777673732,,,,,,,,0.2110877625360888,,,,-0.0861462968353155,,,,,,0.5603971738660296,,,,,,,,,1.700495770469234,,,,,,,,,0.6836991216651584,,,,,,,,,,,,0.257017233769465,,1.1467767468767174,,,-0.9003036952559844,,,,,,,,,,,,,,,,-0.3038016905271796,,,,,,,,,,,,,,,,1.329247306075927,,,,1.0591662173141874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11908212903589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994173496093968,,,,,,,-0.8889788945653743,-0.2547054251913314,,,,,0.3897347625310743,,,1.5493466956804074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,106-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.1343008265427496,,,,,,,0.3896751857377882,,,-0.9606760777673732,,,,,,,,,,,,-0.0861462968353155,,,,,,,,,,,,,,,1.700495770469234,,,,,,,,,0.6836991216651584,,,,,,,,,,,,0.257017233769465,,1.1467767468767174,,,-0.9003036952559844,,,,,,,,,,,,,,,,-0.3038016905271796,,,,,,,,,,,,,,,,1.329247306075927,,,,1.0315685454752492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11908212903589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859903468431356,,,,,,,-0.8889788945653743,-0.2547054251913314,,,,,0.2350300830214642,,,1.5493466956804074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,107-1,,,,,,,,,,,,,,,,,,,,,,,,,-0.1343008265427496,,,,,,,0.3896751857377882,,,-0.9606760777673732,,,,,,,,,,,,-0.0861462968353155,,,,,,,,,,,,-0.5021913787540977,,,1.909233314487797,,,,,,,,,0.8424250219718723,,,,,,,,,,,,0.276997696109685,,1.1467767468767174,,,-0.9050198953801007,,,,,,,,,,,,,,,,-0.3038016905271796,,,,,,,,,,,,,,,,1.329247306075927,,,,1.0475308897461435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11908212903589,,,,,,,,,,,,,,,,,,,,-0.2408008155988801,,,,,,,,,0.9375645269192374,,,,-0.0287538066837733,,,,-0.3437818618072135,,,,,0.2131513368035381,,,1.5493466956804074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,107-1,,,,,,,,,,,,,,,,,,,,,,,,,-0.1343008265427496,,,,,,,0.2569240281174064,,,-0.9606760777673732,,,,,,,,,,,,-0.0861462968353155,,,,,,,,,,,,-0.5021913787540977,,,1.909233314487797,,,,,,,,,0.7945819162938428,,,,,,,,,,,,0.276997696109685,,1.1467767468767174,,,-1.0464557978261195,,,,,,,,,,,,,,,,-0.3764795709752644,,,,,,,,,,,,,,,,1.2871646360311753,,,,1.0475308897461435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11908212903589,,,,,,,,,,,,,,,,,,,,-0.2408008155988801,,,,,,,,,0.9375645269192374,,,,-0.0287538066837733,,,,-0.3437818618072135,,,,,0.2131513368035381,,,1.3023960870240108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,109-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.0255533307043903,,,,,,,0.2569240281174064,,,-0.9606760777673732,,,,,,,,,,,,-0.0861462968353155,,,,,,,,,,,,-0.5021913787540977,,,1.909233314487797,,,,,,,,,0.5487868414352008,,,,,,,,,,,,0.276997696109685,,1.1467767468767174,,,-1.0464557978261195,,,,,,,,,,,,,,,,-0.3764795709752644,,,,,,,,,,,,,,,,1.2871646360311753,,,,1.0475308897461435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11908212903589,,,,,,,,,,,,,,,,,,,,-0.1707903134374276,,,,,,,,,0.9375645269192374,,,,-0.0287538066837733,,,,-0.1404226320488326,,,,,0.2131513368035381,,,1.2517505069043855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,110-2,,,,,,,,,,,,,,,,,,,,,,,,,-0.0255533307043903,,,,,,,,,,-0.9606760777673732,,,,,,,,,,,,,,,,,,,,,,,,-0.5021913787540977,,,1.909233314487797,,,,,,,,,0.5487868414352008,,,,,,,,,,,,0.276997696109685,,1.298241622068375,,,-1.0464557978261195,,,,,,,,,,,,,,,,-0.5133999732725631,,,,,,,,,,,,,,,,1.2871646360311753,,,,1.0475308897461435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11908212903589,,,,,,,,,,,,,,,,,-0.4569193952313644,,,,,,,,,,,,0.9375645269192374,,,,-0.0287538066837733,,,,-0.1404226320488326,,,,,0.2131513368035381,,,1.2517505069043855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,111-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3419830586937716,,,-0.7961611960314969,,,,,,,,,,,,0.0425975933277059,,,,,,,,,,,,,,,1.99908252864837,,,,,,,,,0.6771753495430352,,,,,,,,,,,,0.2228935157163931,,1.0966145134837688,,,-0.9962281784837194,,,,,,,,,,,,,,,,-0.3142859309756958,,,,,,,,,,,,,,,,1.2922816790636549,,,,1.0475308897461435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1136114420283436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948429693210778,,,,-0.0824893244459671,,,,-0.2735137746838881,,,,,0.133709564426419,,,1.3976352190767418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,112-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3419830586937716,,,-0.6322667054639599,,,,,,,,,,,,0.0425975933277059,,,,,,,,,,,,,,,2.092490326762871,,,,,,,,,,,,,,,,,,,,,0.2228935157163931,,1.0966145134837688,,,-0.9962281784837194,,,,,,,,,,,,,,,,-0.3142859309756958,,,,,,,,,,,,,,,,1.2922816790636549,,,,1.025234989961694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1136114420283436,,,,,,,,,,,,,,-0.3385187578951025,,,,,,,,,,,,,,,0.948429693210778,,,,-0.0824893244459671,,,,-0.2735137746838881,,,,,0.133709564426419,,,1.3976352190767418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,112-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.1727064861053399,,,,,,,,,,-0.384734225437883,,,,,,,,,,,,0.0616982684896719,,,,,,,,,,,,-0.9264143988352568,,,1.965090410358944,,,,,,,,,0.6903943034483702,,,,,,-0.207843741784794,,,,,,0.2499030524863807,,0.8712866167854726,,,-1.0152304946868629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2903457786367318,,,,1.2561295065242477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.703242433753575,,,,,,,,,,,,,,,,,,,,-0.4795706470873953,,,,,,,,,1.0735851797056517,,-0.0290021027063311,,-0.0621598859174152,,,,-0.3315472741759628,,,,,0.0646850262778371,,,1.4439005630399466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,114-2,,,,,,,,,,,,,,,,,,,,,,,,,-0.3021927098258183,,,,,,-0.5126932805570608,0.3601848941083648,,,-0.6557882677804228,,,,,,,,,,,,0.0649033814614688,,,,,,,,,,,,,,,2.1834318069755847,,,,,,,,,0.6926124575333075,,,,,,,,,,,,0.4549025817142315,,1.1106333513163715,,,-1.018419102924029,,,,,,,,,,,,,,,,-0.3142859309756958,,,,,,,,,,,,,,,,1.5085075850419922,,,,1.0475308897461435,,,,,,,,,,,,,,-0.8953274464489736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9789983776928832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0079129306124783,,,,-0.277603710952543,,,,-0.1406883431365493,,,,,0.033216531298583,,,1.44296034489985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,115-2,,,,,,,,,,,,,,,,,,,,,,,,,-0.3021927098258183,,,,,,-0.5126932805570608,0.3601848941083648,,,-0.6557882677804228,,,,,,,,,,,,0.0649033814614688,,,,,,,,,,,,,,,2.1834318069755847,,,,,,,,,0.4920543176641184,,,,,,,,,,,,0.4549025817142315,,1.1106333513163715,,,-1.1007170012304144,,,,,,,,,,,,,,,,-0.3142859309756958,,,,,,,,,,,,,,,,1.5085075850419922,,,,,,,,,,,,,,,,,,-0.8953274464489736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8067337943447694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0079129306124783,,,,-0.3339574400103924,,,,-0.2556797181057759,,,,,0.033216531298583,,,1.44296034489985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,116-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.3021927098258183,,,,,,,0.2863530283170934,,,,,,,,,,,,,,,0.0410835741938618,,,,,,,,,,,,,,,2.106649120820331,,,,,,,,,0.6926124575333075,,,,,,,,,,,,0.3731584609885831,,1.1511162901895682,,,-1.0137065668348926,,,,,,,,,,,,,,,,-0.2962369665962581,,,,,,,,,,,,,,,,1.347930273000981,,,,1.2860301302403292,,,,,,,,,,,,,,-0.7362636187513505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8194166677444754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0989157562208538,,,,-0.2848500960183761,,,,-0.1299938006943733,,,-0.0182132799989449,-0.2445219845014175,0.0577789283366691,,,1.434744860059873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,117-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5298850101622549,0.0402716853100353,,,-0.4280610261423883,,,,,,,,,,,,,,,,,,,,,,,,,,,2.144015190033544,,,,,,,,,0.503901353035143,,,,0.3678168818856202,,,,,,,,0.4129389977964739,,0.9503081038245372,,,-1.0905104873695457,,,,,,,,,,,,,,,,-0.3142859309756958,,,,,,,,,,,,,,,,1.466766173662872,,,,1.4136843183557464,,,,,,,,,,,,,,-0.8953274464489736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9974915291633322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0086358770754371,,,,-0.3192872121971774,,,,-0.2493156755037041,,,-0.3918262018484049,,0.0453272484905434,,,1.4387429016825637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,118-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5298850101622549,0.0402716853100353,,,-0.4280610261423883,,,,,,,,,,,,,,,,,,,,,,,,,,,2.144015190033544,,,,,,,,,0.503901353035143,,,,0.3678168818856202,,,,,,,,0.4129389977964739,,0.9225821806430444,,,-1.0905104873695457,,,,,,,,,,,,,,,,-0.3142859309756958,,,,,,,,,,,,,,,,1.4235474080129802,,,,1.4136843183557464,,,,,,,,,,,,,,-0.8953274464489736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9974915291633322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0086358770754371,,,,-0.5326041009401341,,,,-0.3050338980611116,,,,,0.0453272484905434,,,1.4387429016825637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,119-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7113923846284612,0.1407790174845713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1352278200743835,,,,,,,,,0.5045613638548225,,,,0.3678168818856202,,,,,,,,,,1.1929450719480934,,,-1.0881002723642648,,,,,,,,,,,,,,,,-0.3571449651248482,,,,,,,,,,,,,,,,1.3581275748421349,,,,1.3980149131709692,,,,,,,,,,,,,,-0.8618418570443805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9802851479634012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9089386029571302,,,,,,,-0.240466225438769,-0.2874126429227476,,,-0.3173096124330074,-0.0958936009871247,0.0484482669620766,,,1.4350724413880047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,120-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.2517817327257351,,,,,,,,,,,,,,,,,,,,,,0.1558348245653685,,,,,,,,,,,,,,,2.1340812146186603,,,,,,,,,0.5061521113093652,,,,,,,,,,,,0.5448256062249732,,1.238556477564075,,,-1.0872471128245094,,,,,,,,,,,,,,,,-0.3669490499862484,,,,,,,,,,,,,,,,1.293773505862423,,,,1.3964128325763816,,,,,,,,,,,,,,-0.7083838121564845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1809987458657345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2861275261897992,-0.2980280467757437,,,-0.551218967042338,0.0169333384884579,0.0488488739299319,,,1.3465349122852357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,120-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.2517817327257351,,,,,,,,,,,,,,,,,,,,,,0.3893740923361357,,,,,,,,,,,,0.0333035787228446,,,2.1340812146186603,,,,,,,,,0.5061521113093652,,,,,,,,,,,,,,1.372627227772932,,,-1.0872471128245094,,,,,,,,,,,,,,,,-0.1970767009811065,,,,,,,,,,,,,,,,1.044983566850632,,,,1.3964128325763816,,,,,,,,,,,,,,-0.7083838121564845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1809987458657345,,,,,,,,,,,,,,,,,-0.2291816377404809,,,,,,,,,,,,,,,,,,,-0.2861275261897992,-0.2980280467757437,,,-0.3626963852957917,0.0169333384884579,0.0488488739299319,,,1.3465349122852357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,122-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.4379659829946681,,,,,,,,,,,,,,,,,,,,,,0.3893740923361357,,,,,,,,,,,,0.0333035787228446,,,1.8916323585509045,,,,,,,,,,,,,,,,,,,,,,,1.2534516215504028,,,,,,,,,,,,,,,,,,,-0.501877009310047,,,,,,,,,,,,,,,,1.2144038498370349,,,,1.3961411188274826,,,,,,,,,,,,,,-0.5869237865175808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.12465930847924,,,,,,,,,,,,,,,,,-0.2291816377404809,,,,,,,,,,,,,,,,,,,-0.3323175575908474,-0.2998284251004794,,,-0.4292736851516964,0.036068849401759,0.0488794346530722,,,1.5990151526124656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,122-2,,,,,,,,,,,,,,,,,,,,,,,,,0.2354573960159475,,,,,,,0.2374402877086976,,,,,,,0.0109931286088482,,,,,,,,,,,,,,,,,,,,,,,2.133981588149594,,,,,,,,,0.4841496497322285,,,,0.3678168818856202,,,,,,,,,,1.3358231359601036,,,-1.2331371319057858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281441750191647,,,,1.3984816075156932,,,,,,,,,,,,,,-0.5707029092458785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0686468700193192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6044830189559722,,,,,,,-0.3786330158480338,-0.0667106160648485,,,-0.4843540172200705,0.0552563218942504,0.0488345375221305,,,1.6468921832769103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,124-2,,,,,,,,,,,,,,,,,,,,,,,,,0.346154711188016,,,,,,-0.7269716449723591,0.2374402877086976,,,,,,,-0.2491783957184134,,,,,,,,,,,,,,,,,,,,,,,2.275181684354385,,,,,,,,,0.5066148689021598,,,,0.3678168818856202,,-0.5551026784561144,,,,,,,,1.3358231359601036,,,-1.0099923314685006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281441750191647,,,,1.3846166510224798,,,,,,,,,,,,,,-0.5707029092458785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.914117013823414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6044830189559722,,,,,,,-0.137827261436661,-0.0172029294567762,,,,0.1161395467985813,0.0488345375221305,,,1.459302173884509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,124-2,,,,,,,,,,,,,,,,,,,,,,,,,0.346154711188016,,,,,,-0.7269716449723591,,,,,,,,-0.2491783957184134,,,,,,,,,,,,,,,,,,,,,,,2.275181684354385,,,,,,,,,,,,,0.3678168818856202,,-0.4180873933304433,,,0.6751090181102284,,,,,1.4531813616685048,,,-1.0099923314685006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281441750191647,,,,1.3846166510224798,,,,,,,,,,,,,,-0.5707029092458785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.914117013823414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4645889074253689,,,,,,-0.580614110025377,-0.137827261436661,-0.0172029294567762,,,,0.1161395467985813,0.0488345375221305,,,1.376246824677633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,126-0,,,,,,,,,,,,,,,,,,,,,,,,,0.1015207134960008,,,,,,-0.2052114686204221,,,,,,,,-0.2866377711096938,,,,,,,,,,,,,,,,,,,,,,,2.0484571962659257,,,,,,,,,,,,,0.3678168818856202,,-0.4180873933304433,,,0.6751090181102284,,,,,1.4048251970639367,,,-1.0488235205622904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.111342962514364,,,,1.3846166510224798,,,,,,,,,,,,,,-0.7181000754096116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.914117013823414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2327302912590104,,,,,,-0.580614110025377,-0.3058569462405169,0.011364601451687,,,,-0.0524451147200923,0.0488417435455311,,,1.4973792456766866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,127-2,,,,,,,,,,,,,,,,,,,,,,,,,-0.1405454503315147,,,,,,0.2896391676597813,,,,,,,,,,,,,,,,0.4276359479105734,,,,,,,,,,,,0.2189033538569914,,,1.8241125524506152,,,,,,,,,0.4912272894771277,,,,,,,,,,,,,,1.3658877364547373,,,-1.0450847083139234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9957665235970624,,,,,,,,,,,,,,,,,,-0.6993618234626222,,,,,,,-0.0331813731300565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1466760028404107,,,-0.3238447191976109,,,,,,,,,,,,,,,,,,,-0.3662211097784154,-0.2980280467757437,,,1.1275790585974557,,0.0488488739299319,,,1.3962083626329442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,128-2,,,,,,,,,,,,,,,,,,,,,,,,,-0.1968691566848308,,,,,,0.2896391676597813,,,,,,,,,,,,,,,,0.3108157888930195,,,,,,,,,,,,0.2189033538569914,,,1.8241125524506152,,,,,,,,,0.7042000578163152,,,,,,-0.6925094110358385,,,,,,,,1.3658877364547373,,,-1.0450847083139234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9957665235970624,,,,,,,,,,,,,,,,,,-0.6993618234626222,,,,,,,-0.0331813731300565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1466760028404107,,,-0.5113019624059086,,,,,,,,,,,,,,,,,,,-0.3662211097784154,-0.2980280467757437,,,1.1275790585974557,,0.0234514162682947,,,1.3427247489553435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,129-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.1586944232070184,,,,,,0.3952290033482641,,,,,,,,,,,,,,,,0.4110105057575544,,,,,,,,,,,,,,,1.6823036040120043,,,,,,,,,0.493960496796583,,,,,,,,,,,,,,1.3671219506522232,,,-1.0996054602102865,,,,,,,,,,,,,,,,-0.1841284321499091,,,,,,,,,,,,,,-0.652430048119275,,1.1680846548098176,,,,,,,,,,,,,,,,,,-0.5279510097382273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0785859771656062,,,,,,,,,,,,0.1526377023121491,,,,,,,-0.3445167635980189,-0.2980280467757437,,,1.1358335036270362,-0.3096562635806996,0.0488488739299319,,,1.5222449933493567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,130-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.0629100746013533,,,,,,,,,,,,,,,,,,-0.4880764232698169,,,,0.399322844155023,,,,,,,,,,,,,,,1.9400911128859843,,,,,,,,,0.4133687132104869,,,,,,-0.8646034559664284,,,,,,,,1.3726519934434962,,,-0.910415057760518,,,,,,,,,,,,,,,,-0.1841284321499091,,,,,,,,,,,,,,-0.652430048119275,,1.0845338685345314,,,,,,,,,,,,,,,,,,-0.5549654788603972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2739892505462703,,,,,,,,,,,,0.1526377023121491,,,,,,,-0.2414966327929263,-0.2980280467757437,,,1.0153971062282745,-0.3096562635806996,0.0450467304405752,,,1.470261267113895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
